offense_description,district,shooting,month,weekend,hour,day
FRAUD - CREDIT CARD / ATM FRAUD,C6,0,1,0,20,3
ASSAULT - SIMPLE,B3,0,1,0,20,3
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,1,0,21,3
LARCENY ALL OTHERS,A7,0,1,0,21,3
PROPERTY - LOST/ MISSING,A7,0,1,0,21,3
ASSAULT - SIMPLE,A1,0,1,0,21,3
SICK ASSIST,B2,0,1,0,21,3
SICK ASSIST,B3,0,1,0,21,3
AUTO THEFT,D4,0,1,0,22,3
VANDALISM,B2,0,1,0,22,3
AUTO THEFT,E18,0,1,0,22,3
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,0,1,0,22,3
SICK ASSIST,B3,0,1,0,22,3
ROBBERY,C11,0,1,0,23,3
INVESTIGATE PERSON,E18,0,1,0,23,3
SICK ASSIST,A1,0,1,0,23,3
PROPERTY - LOST/ MISSING,C11,0,1,0,0,4
INVESTIGATE PERSON,B2,0,1,0,0,4
THREATS TO DO BODILY HARM,B2,0,1,0,0,4
AUTO THEFT,A1,0,1,0,0,4
HARASSMENT/ CRIMINAL HARASSMENT,E5,0,1,0,0,4
HARASSMENT/ CRIMINAL HARASSMENT,C11,0,1,0,0,4
SICK ASSIST - DRUG RELATED ILLNESS,E18,0,1,0,0,4
INVESTIGATE PROPERTY,E18,0,1,0,1,4
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,0,1,0,1,4
M/V ACCIDENT - PROPERTY DAMAGE,A1,0,1,0,1,4
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,1,0,3,4
LARCENY THEFT FROM MV - NON-ACCESSORY,D14,0,1,0,3,4
INVESTIGATE PERSON,E13,0,1,0,3,4
SERVICE TO OTHER AGENCY,D4,0,1,0,5,4
VANDALISM,C11,0,1,0,5,4
DEATH INVESTIGATION,C11,0,1,0,5,4
M/V ACCIDENT - OTHER CITY VEHICLE,C11,0,1,0,6,4
HARASSMENT/ CRIMINAL HARASSMENT,A1,0,1,0,7,4
AUTO THEFT,C6,0,1,0,7,4
INVESTIGATE PERSON,E5,0,1,0,7,4
M/V ACCIDENT - PROPERTY DAMAGE,E5,0,1,0,8,4
M/V ACCIDENT - OTHER,A7,0,1,0,8,4
EXTORTION OR BLACKMAIL,D14,0,1,0,8,4
TOWED MOTOR VEHICLE,C11,0,1,0,8,4
M/V ACCIDENT - PROPERTY DAMAGE,B2,0,1,0,8,4
THREATS TO DO BODILY HARM,A7,0,1,0,9,4
SICK/INJURED/MEDICAL - PERSON,C11,0,1,0,9,4
VANDALISM,B2,0,1,0,9,4
INVESTIGATE PROPERTY,D14,0,1,0,9,4
M/V ACCIDENT - PROPERTY DAMAGE,A15,0,1,0,9,4
LARCENY ALL OTHERS,D4,0,1,0,10,4
TOWED MOTOR VEHICLE,C6,0,1,0,10,4
VANDALISM,C6,0,1,0,10,4
SUDDEN DEATH,B3,0,1,0,10,4
SICK ASSIST,B2,0,1,0,10,4
WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,C6,0,1,0,10,4
VERBAL DISPUTE,A1,0,1,0,10,4
M/V ACCIDENT - PROPERTY DAMAGE,D4,0,1,0,10,4
INVESTIGATE PERSON,C11,0,1,0,10,4
TOWED MOTOR VEHICLE,C6,0,1,0,11,4
INVESTIGATE PERSON,C11,0,1,0,11,4
THREATS TO DO BODILY HARM,A1,0,1,0,11,4
ASSAULT - AGGRAVATED,A7,0,1,0,11,4
VERBAL DISPUTE,C11,0,1,0,11,4
LARCENY THEFT FROM BUILDING,A1,0,1,0,11,4
VANDALISM,E18,0,1,0,11,4
SICK ASSIST,B2,0,1,0,11,4
ASSAULT - SIMPLE,C6,0,1,0,11,4
INVESTIGATE PROPERTY,A1,0,1,0,12,4
INVESTIGATE PROPERTY,C11,0,1,0,12,4
LARCENY SHOPLIFTING,A1,0,1,0,12,4
VANDALISM,A7,0,1,0,12,4
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,1,0,12,4
M/V ACCIDENT - PROPERTY DAMAGE,E13,0,1,0,12,4
INVESTIGATE PERSON,E5,0,1,0,12,4
LARCENY THEFT FROM BUILDING,E18,0,1,0,12,4
ASSAULT - SIMPLE,D4,0,1,0,12,4
M/V ACCIDENT - PROPERTY DAMAGE,B3,0,1,0,12,4
M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,1,0,13,4
SICK ASSIST,B3,0,1,0,13,4
M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,D14,0,1,0,13,4
M/V ACCIDENT - OTHER,E18,0,1,0,13,4
SICK ASSIST - DRUG RELATED ILLNESS,B3,0,1,0,13,4
SICK ASSIST,A1,0,1,0,13,4
ASSAULT - SIMPLE,D14,0,1,0,13,4
M/V ACCIDENT - PERSONAL INJURY,D4,0,1,0,13,4
PROPERTY - LOST/ MISSING,D4,0,1,0,14,4
BURGLARY - RESIDENTIAL,D14,0,1,0,14,4
VANDALISM,D14,0,1,0,14,4
VANDALISM,D14,0,1,0,14,4
LARCENY THEFT FROM BUILDING,C6,0,1,0,14,4
M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,0,1,0,14,4
INVESTIGATE PERSON,D14,0,1,0,14,4
M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,0,1,0,14,4
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,0,1,0,14,4
HARASSMENT/ CRIMINAL HARASSMENT,E5,0,1,0,14,4
VAL - OPERATING AFTER REV/SUSP.,E13,0,1,0,14,4
M/V ACCIDENT - OTHER,B2,0,1,0,14,4
INVESTIGATE PERSON,D4,0,1,0,14,4
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,0,1,0,15,4
LARCENY SHOPLIFTING,E5,0,1,0,15,4
HARASSMENT/ CRIMINAL HARASSMENT,D14,0,1,0,15,4
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,1,0,15,4
HARASSMENT/ CRIMINAL HARASSMENT,B2,0,1,0,15,4
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,1,0,16,4
INVESTIGATE PROPERTY,E18,0,1,0,16,4
PROPERTY - LOST/ MISSING,A1,0,1,0,16,4
LARCENY THEFT FROM MV - NON-ACCESSORY,A1,0,1,0,16,4
M/V ACCIDENT - PROPERTY DAMAGE,B3,0,1,0,16,4
THREATS TO DO BODILY HARM,A7,0,1,0,16,4
ROBBERY,B3,0,1,0,16,4
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,0,1,0,16,4
SUDDEN DEATH,E13,0,1,0,16,4
ASSAULT - AGGRAVATED,A7,0,1,0,16,4
LARCENY SHOPLIFTING,A1,0,1,0,16,4
LARCENY SHOPLIFTING,A1,0,1,0,16,4
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,0,1,0,17,4
ASSAULT - SIMPLE,D4,0,1,0,17,4
M/V ACCIDENT - OTHER,D4,0,1,0,17,4
VERBAL DISPUTE,C11,0,1,0,17,4
VANDALISM,C11,0,1,0,17,4
ASSAULT - AGGRAVATED,E13,0,1,0,17,4
SICK ASSIST - DRUG RELATED ILLNESS,A1,0,1,0,17,4
VERBAL DISPUTE,E5,0,1,0,17,4
SICK ASSIST,B3,0,1,0,17,4
INVESTIGATE PERSON,E13,0,1,0,18,4
VANDALISM,B3,0,1,0,18,4
LARCENY SHOPLIFTING,B2,0,1,0,18,4
MISSING PERSON - LOCATED,B2,0,1,0,18,4
VAL - OPERATING AFTER REV/SUSP.,E13,0,1,0,18,4
INVESTIGATE PROPERTY,B2,0,1,0,18,4
INVESTIGATE PERSON,D14,0,1,0,18,4
VAL - VIOLATION OF AUTO LAW,D4,0,1,0,18,4
LARCENY THEFT FROM BUILDING,D14,0,1,0,18,4
SICK/INJURED/MEDICAL - PERSON,D4,0,1,0,19,4
SUDDEN DEATH,B2,0,1,0,19,4
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,0,1,0,19,4
VANDALISM,C11,0,1,0,19,4
BURGLARY - RESIDENTIAL,C11,0,1,0,19,4
M/V ACCIDENT - PROPERTY DAMAGE,B3,0,1,0,19,4
M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D4,0,1,0,20,4
INVESTIGATE PROPERTY,C11,0,1,0,20,4
LARCENY THEFT FROM MV - NON-ACCESSORY,D4,0,1,0,20,4
INVESTIGATE PERSON,C6,0,1,0,20,4
INVESTIGATE PERSON,B3,0,1,0,20,4
VERBAL DISPUTE,C11,0,1,0,20,4
M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,1,0,21,4
AUTO THEFT,C11,0,1,0,21,4
SICK/INJURED/MEDICAL - PERSON,B3,0,1,0,21,4
SICK ASSIST - DRUG RELATED ILLNESS,C11,0,1,0,21,4
SICK ASSIST,B2,0,1,0,22,4
AUTO THEFT,C11,0,1,0,23,4
BURGLARY - RESIDENTIAL,C6,0,1,0,23,4
M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,0,1,0,23,4
SICK/INJURED/MEDICAL - PERSON,A1,0,1,0,23,4
VERBAL DISPUTE,B3,0,1,0,0,5
FRAUD - FALSE PRETENSE / SCHEME,E18,0,1,0,0,5
VAL - VIOLATION OF AUTO LAW,B3,0,1,0,0,5
SICK ASSIST - DRUG RELATED ILLNESS,C11,0,1,0,0,5
DEATH INVESTIGATION,E13,0,1,0,0,5
LARCENY THEFT FROM MV - NON-ACCESSORY,E5,0,1,0,0,5
HARASSMENT/ CRIMINAL HARASSMENT,E18,0,1,0,0,5
THREATS TO DO BODILY HARM,E5,0,1,0,0,5
FRAUD - CREDIT CARD / ATM FRAUD,B3,0,1,0,0,5
DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,D14,0,1,0,0,5
BURGLARY - RESIDENTIAL,C11,0,1,0,0,5
VANDALISM,E5,0,1,0,0,5
VERBAL DISPUTE,E5,0,1,0,0,5
INVESTIGATE PROPERTY,B3,1,1,0,0,5
M/V ACCIDENT - OTHER,E18,0,1,0,0,5
INVESTIGATE PERSON,B2,0,1,0,0,5
SICK ASSIST,E13,0,1,0,0,5
TOWED MOTOR VEHICLE,C11,0,1,0,1,5
ASSAULT - SIMPLE,A1,0,1,0,1,5
HARASSMENT/ CRIMINAL HARASSMENT,A1,0,1,0,2,5
INVESTIGATE PERSON,B3,0,1,0,2,5
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,0,1,0,3,5
INVESTIGATE PERSON,E18,0,1,0,4,5
PROPERTY - LOST/ MISSING,A1,0,1,0,4,5
M/V ACCIDENT - PROPERTY DAMAGE,A7,0,1,0,5,5
THREATS TO DO BODILY HARM,B2,0,1,0,6,5
M/V ACCIDENT - PROPERTY DAMAGE,A7,0,1,0,6,5
TOWED MOTOR VEHICLE,C6,0,1,0,7,5
M/V ACCIDENT - PROPERTY DAMAGE,C11,0,1,0,7,5
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C11,0,1,0,7,5
ASSAULT - SIMPLE,D4,0,1,0,7,5
INVESTIGATE PROPERTY,C11,0,1,0,7,5
PROPERTY - FOUND,C11,0,1,0,8,5
SICK ASSIST,A7,0,1,0,8,5
SICK ASSIST - DRUG RELATED ILLNESS,D14,0,1,0,8,5
M/V ACCIDENT - PROPERTY DAMAGE,A15,0,1,0,8,5
M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,0,1,0,8,5
TOWED MOTOR VEHICLE,D4,0,1,0,8,5
VANDALISM,A1,0,1,0,9,5
INVESTIGATE PERSON,D4,0,1,0,9,5
MISSING PERSON,D4,0,1,0,9,5
TOWED MOTOR VEHICLE,D4,0,1,0,9,5
VERBAL DISPUTE,B3,0,1,0,9,5
INVESTIGATE PERSON,E5,0,1,0,9,5
BURGLARY - RESIDENTIAL,B3,0,1,0,9,5
INVESTIGATE PROPERTY,C11,0,1,0,9,5
LARCENY SHOPLIFTING,E13,0,1,0,9,5
INVESTIGATE PROPERTY,E18,0,1,0,9,5
THREATS TO DO BODILY HARM,E18,0,1,0,10,5
EXTORTION OR BLACKMAIL,C6,0,1,0,10,5
LARCENY SHOPLIFTING,B3,0,1,0,10,5
TOWED MOTOR VEHICLE,E13,0,1,0,10,5
TOWED MOTOR VEHICLE,E13,0,1,0,10,5
BURGLARY - COMMERICAL,A1,0,1,0,10,5
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,0,1,0,10,5
LARCENY SHOPLIFTING,C6,0,1,0,10,5
VANDALISM,B3,0,1,0,11,5
MISSING PERSON,B3,0,1,0,11,5
M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,1,0,11,5
TRESPASSING,E5,0,1,0,11,5
SICK ASSIST - DRUG RELATED ILLNESS,A1,0,1,0,11,5
M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,1,0,11,5
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,0,1,0,11,5
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,0,1,0,11,5
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,0,1,0,11,5
SICK ASSIST,D4,0,1,0,11,5
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,0,1,0,11,5
THREATS TO DO BODILY HARM,A15,0,1,0,11,5
INVESTIGATE PERSON,C11,0,1,0,11,5
ASSAULT - SIMPLE,C11,0,1,0,12,5
INVESTIGATE PROPERTY,A1,0,1,0,12,5
LARCENY THEFT FROM BUILDING,D14,0,1,0,12,5
ASSAULT - SIMPLE,D4,0,1,0,12,5
INVESTIGATE PERSON,B3,0,1,0,12,5
INVESTIGATE PROPERTY,E18,1,1,0,12,5
TOWED MOTOR VEHICLE,A7,0,1,0,12,5
LANDLORD - TENANT,B3,0,1,0,12,5
ASSAULT - SIMPLE,C6,0,1,0,12,5
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C11,0,1,0,12,5
ASSAULT - SIMPLE,A1,0,1,0,12,5
M/V ACCIDENT - OTHER CITY VEHICLE,D4,0,1,0,12,5
M/V ACCIDENT - OTHER CITY VEHICLE,C11,0,1,0,12,5
INVESTIGATE PROPERTY,E18,0,1,0,12,5
FRAUD - FALSE PRETENSE / SCHEME,A15,0,1,0,12,5
VERBAL DISPUTE,E13,0,1,0,12,5
SICK ASSIST,B2,0,1,0,12,5
PROPERTY - FOUND,D14,0,1,0,13,5
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,1,0,13,5
INVESTIGATE PERSON,E5,0,1,0,13,5
LARCENY THEFT FROM BUILDING,C11,0,1,0,13,5
M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,1,0,13,5
SICK ASSIST,C11,0,1,0,13,5
DEATH INVESTIGATION,D4,0,1,0,13,5
WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,C11,0,1,0,13,5
LARCENY SHOPLIFTING,D4,0,1,0,13,5
PROPERTY - LOST/ MISSING,C6,0,1,0,14,5
ASSAULT - SIMPLE,A1,0,1,0,14,5
SICK/INJURED/MEDICAL - PERSON,D4,0,1,0,14,5
VERBAL DISPUTE,B3,0,1,0,14,5
SICK ASSIST,D14,0,1,0,14,5
AUTO THEFT - LEASED/RENTED VEHICLE,B3,0,1,0,14,5
LARCENY THEFT FROM MV - NON-ACCESSORY,B2,0,1,0,14,5
LARCENY THEFT FROM MV - NON-ACCESSORY,A1,0,1,0,14,5
LARCENY THEFT FROM MV - NON-ACCESSORY,E5,0,1,0,14,5
PROPERTY - LOST/ MISSING,E13,0,1,0,15,5
FRAUD - CREDIT CARD / ATM FRAUD,D4,0,1,0,15,5
ASSAULT - AGGRAVATED,B2,0,1,0,15,5
M/V ACCIDENT - PROPERTY DAMAGE,D4,0,1,0,15,5
HARASSMENT/ CRIMINAL HARASSMENT,E5,0,1,0,15,5
LARCENY THEFT FROM MV - NON-ACCESSORY,A1,0,1,0,15,5
INVESTIGATE PERSON,E5,0,1,0,15,5
M/V ACCIDENT - PROPERTY DAMAGE,E18,0,1,0,15,5
M/V - LEAVING SCENE - PERSONAL INJURY,C6,0,1,0,15,5
THREATS TO DO BODILY HARM,C11,0,1,0,15,5
THREATS TO DO BODILY HARM,E18,0,1,0,15,5
FRAUD - FALSE PRETENSE / SCHEME,B2,0,1,0,15,5
VANDALISM,A1,0,1,0,15,5
DEATH INVESTIGATION,C6,0,1,0,15,5
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,0,1,0,15,5
FRAUD - FALSE PRETENSE / SCHEME,B3,0,1,0,16,5
SICK/INJURED/MEDICAL - PERSON,E18,0,1,0,16,5
SICK ASSIST,D4,0,1,0,16,5
TOWED MOTOR VEHICLE,E13,0,1,0,16,5
BURGLARY - RESIDENTIAL,C6,0,1,0,16,5
FORGERY / COUNTERFEITING,E5,0,1,0,16,5
SICK ASSIST,D14,0,1,0,16,5
M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D14,0,1,0,17,5
INVESTIGATE PERSON,B3,0,1,0,17,5
SICK ASSIST,B2,0,1,0,17,5
M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,0,1,0,17,5
VERBAL DISPUTE,D14,0,1,0,17,5
INVESTIGATE PERSON,E5,0,1,0,17,5
TOWED MOTOR VEHICLE,B2,0,1,0,17,5
SICK ASSIST,B3,0,1,0,17,5
SICK/INJURED/MEDICAL - PERSON,E18,0,1,0,17,5
SICK ASSIST,E18,0,1,0,17,5
FRAUD - FALSE PRETENSE / SCHEME,C11,0,1,0,18,5
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,1,0,18,5
M/V ACCIDENT - PROPERTY DAMAGE,B2,0,1,0,18,5
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,1,0,18,5
LARCENY ALL OTHERS,D4,0,1,0,18,5
LARCENY THEFT OF BICYCLE,D4,0,1,0,18,5
PROPERTY - LOST/ MISSING,C6,0,1,0,18,5
INVESTIGATE PERSON,E18,0,1,0,18,5
INVESTIGATE PROPERTY,C11,0,1,0,18,5
DEATH INVESTIGATION,D4,0,1,0,18,5
INVESTIGATE PROPERTY,A1,0,1,0,18,5
INVESTIGATE PROPERTY,B3,0,1,0,18,5
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,0,1,0,18,5
M/V ACCIDENT - PROPERTY DAMAGE,A15,0,1,0,18,5
SICK/INJURED/MEDICAL - PERSON,E5,0,1,0,19,5
LARCENY SHOPLIFTING,A1,0,1,0,19,5
M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,1,0,20,5
BURGLARY - RESIDENTIAL,E13,0,1,0,20,5
SICK ASSIST,B2,0,1,0,20,5
LARCENY THEFT FROM BUILDING,D4,0,1,0,20,5
VANDALISM,A1,0,1,0,20,5
SICK/INJURED/MEDICAL - POLICE,A7,0,1,0,20,5
SICK ASSIST,A7,0,1,0,20,5
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,0,1,0,20,5
INVESTIGATE PERSON,D4,0,1,0,20,5
LARCENY THEFT FROM MV - NON-ACCESSORY,C6,0,1,0,21,5
SICK ASSIST,D4,0,1,0,21,5
TRESPASSING,A1,0,1,0,21,5
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,1,0,21,5
LARCENY SHOPLIFTING,D14,0,1,0,21,5
ROBBERY,C6,0,1,0,21,5
ASSAULT - SIMPLE,D14,0,1,0,22,5
THREATS TO DO BODILY HARM,E5,0,1,0,22,5
LANDLORD - TENANT,B3,0,1,0,22,5
INVESTIGATE PROPERTY,B3,0,1,0,22,5
LARCENY ALL OTHERS,B2,0,1,0,22,5
TRESPASSING,B2,0,1,0,22,5
AUTO THEFT,C11,0,1,0,23,5
M/V ACCIDENT - OTHER,E5,0,1,0,0,6
M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,0,1,0,0,6
INVESTIGATE PERSON,B3,0,1,0,0,6
LARCENY THEFT FROM BUILDING,C11,0,1,0,0,6
ASSAULT - SIMPLE,B2,0,1,0,0,6
INVESTIGATE PERSON,C6,0,1,0,0,6
THREATS TO DO BODILY HARM,A1,0,1,0,0,6
LARCENY THEFT FROM MV - NON-ACCESSORY,A7,0,1,0,0,6
SICK ASSIST - DRUG RELATED ILLNESS,A15,0,1,0,0,6
INVESTIGATE PROPERTY,E18,1,1,0,0,6
SICK ASSIST,B2,0,1,0,0,6
INVESTIGATE PERSON,B2,0,1,0,0,6
THREATS TO DO BODILY HARM,E18,0,1,0,0,6
TOWED MOTOR VEHICLE,B2,0,1,0,0,6
M/V ACCIDENT - PROPERTY DAMAGE,C11,0,1,0,1,6
OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,A1,0,1,0,2,6
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,0,1,0,4,6
BURGLARY - COMMERICAL,A1,0,1,0,4,6
M/V ACCIDENT - PROPERTY DAMAGE,A15,0,1,0,5,6
RECOVERED - MV RECOVERED IN BOSTON (STOLEN IN BOSTON) MUST BE SUPPLEMENTAL,,0,1,0,5,6
ASSAULT - AGGRAVATED,D4,0,1,0,5,6
SUDDEN DEATH,B2,0,1,0,5,6
INVESTIGATE PROPERTY,B2,0,1,0,5,6
M/V ACCIDENT - PROPERTY DAMAGE,C11,0,1,0,6,6
BURGLARY - COMMERICAL,D4,0,1,0,6,6
M/V ACCIDENT - PROPERTY DAMAGE,E5,0,1,0,6,6
M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,0,1,0,7,6
TOWED MOTOR VEHICLE,D14,0,1,0,7,6
M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,D14,0,1,0,7,6
INVESTIGATE PERSON,B3,0,1,0,7,6
TOWED MOTOR VEHICLE,D4,0,1,0,7,6
ASSAULT - SIMPLE,C6,0,1,0,8,6
INVESTIGATE PROPERTY,E18,0,1,0,8,6
INVESTIGATE PROPERTY,C11,0,1,0,8,6
LARCENY ALL OTHERS,B2,0,1,0,8,6
VERBAL DISPUTE,B2,0,1,0,8,6
SICK/INJURED/MEDICAL - POLICE,E18,0,1,0,8,6
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,1,0,8,6
SICK ASSIST,B3,0,1,0,8,6
FORGERY / COUNTERFEITING,E18,0,1,0,9,6
LARCENY THEFT FROM BUILDING,D14,0,1,0,9,6
TOWED MOTOR VEHICLE,B2,0,1,0,9,6
MISSING PERSON - NOT REPORTED - LOCATED,E18,0,1,0,9,6
"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",E13,0,1,0,9,6
SICK ASSIST,B2,0,1,0,9,6
INVESTIGATE PERSON,C6,0,1,0,9,6
M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,0,1,0,9,6
VAL - VIOLATION OF AUTO LAW,C11,0,1,0,9,6
SICK ASSIST,D14,0,1,0,9,6
M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,0,1,0,10,6
SUDDEN DEATH,B3,0,1,0,10,6
LARCENY ALL OTHERS,D4,0,1,0,10,6
TOWED MOTOR VEHICLE,B3,0,1,0,10,6
M/V ACCIDENT - OTHER,E13,0,1,0,10,6
HARASSMENT/ CRIMINAL HARASSMENT,E13,0,1,0,10,6
DEATH INVESTIGATION,D14,0,1,0,10,6
LARCENY SHOPLIFTING,A15,0,1,0,10,6
TOWED MOTOR VEHICLE,C6,0,1,0,10,6
M/V ACCIDENT - OTHER,E18,0,1,0,10,6
ASSAULT - AGGRAVATED,B2,0,1,0,10,6
SUDDEN DEATH,E5,0,1,0,10,6
TOWED MOTOR VEHICLE,B2,0,1,0,10,6
BURGLARY - RESIDENTIAL,B3,0,1,0,11,6
ASSAULT - SIMPLE,C6,0,1,0,11,6
THREATS TO DO BODILY HARM,B2,0,1,0,11,6
LARCENY THEFT FROM MV - NON-ACCESSORY,C6,0,1,0,11,6
VERBAL DISPUTE,D4,0,1,0,11,6
M/V - LEAVING SCENE - PERSONAL INJURY,D4,0,1,0,11,6
M/V ACCIDENT - PERSONAL INJURY,E5,0,1,0,11,6
INVESTIGATE PERSON,A1,0,1,0,12,6
FRAUD - WIRE,B2,0,1,0,12,6
M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,0,1,0,12,6
FRAUD - FALSE PRETENSE / SCHEME,B2,0,1,0,12,6
INVESTIGATE PERSON,D4,0,1,0,12,6
HARASSMENT/ CRIMINAL HARASSMENT,A1,0,1,0,12,6
SICK ASSIST,C11,0,1,0,12,6
THREATS TO DO BODILY HARM,C11,0,1,0,12,6
LARCENY THEFT OF MV PARTS & ACCESSORIES,E5,0,1,0,12,6
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,1,0,12,6
WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,0,1,0,12,6
LARCENY SHOPLIFTING,E5,0,1,0,12,6
ASSAULT - AGGRAVATED,C11,0,1,0,12,6
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,1,0,12,6
INVESTIGATE PERSON,D14,0,1,0,12,6
M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,0,1,0,12,6
ASSAULT - SIMPLE,C11,0,1,0,13,6
THREATS TO DO BODILY HARM,B2,0,1,0,13,6
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,0,1,0,13,6
M/V ACCIDENT - OTHER,E18,0,1,0,13,6
SICK ASSIST,D4,0,1,0,13,6
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,0,1,0,13,6
DEATH INVESTIGATION,B2,0,1,0,13,6
HARASSMENT/ CRIMINAL HARASSMENT,D4,0,1,0,13,6
M/V ACCIDENT - PROPERTY DAMAGE,B2,0,1,0,13,6
THREATS TO DO BODILY HARM,E5,0,1,0,14,6
PROPERTY - ACCIDENTAL DAMAGE,D4,0,1,0,14,6
INVESTIGATE PROPERTY,D4,0,1,0,14,6
PROPERTY - FOUND,A7,0,1,0,15,6
INVESTIGATE PERSON,C6,0,1,0,15,6
VANDALISM,C6,0,1,0,15,6
BURGLARY - RESIDENTIAL,D14,0,1,0,15,6
LARCENY SHOPLIFTING,A1,0,1,0,15,6
SICK ASSIST,B2,0,1,0,15,6
M/V ACCIDENT - OTHER CITY VEHICLE,A1,0,1,0,15,6
DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,E18,0,1,0,15,6
AUTO THEFT,C6,0,1,0,15,6
PROPERTY - LOST/ MISSING,C6,0,1,0,15,6
ASSAULT - SIMPLE,A15,0,1,0,15,6
VAL - OPERATING AFTER REV/SUSP.,B2,0,1,0,15,6
SICK/INJURED/MEDICAL - PERSON,E5,0,1,0,15,6
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,0,1,0,15,6
INVESTIGATE PROPERTY,A1,0,1,0,16,6
VERBAL DISPUTE,C11,0,1,0,16,6
ASSAULT - SIMPLE,E18,0,1,0,16,6
TOWED MOTOR VEHICLE,C6,0,1,0,16,6
LARCENY SHOPLIFTING,D4,0,1,0,16,6
VAL - VIOLATION OF AUTO LAW,A7,0,1,0,16,6
ASSAULT - AGGRAVATED,B2,0,1,0,16,6
SICK/INJURED/MEDICAL - PERSON,A1,0,1,0,16,6
SICK/INJURED/MEDICAL - PERSON,E18,0,1,0,16,6
SUDDEN DEATH,E18,0,1,0,16,6
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2,0,1,0,17,6
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,1,0,17,6
SICK ASSIST,B2,0,1,0,17,6
